subject,condition,filename,sequence,IC,high_IC_chosen,target_pos,target_metric_2,target_metric_4,accent,musician
1u4joh,tonic C4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
1u4joh,tonic C4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
1u4joh,tonic C4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
1u4joh,tonic C4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,1
46zpvr,tonic C4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
46zpvr,tonic C4,fc_IC_default_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
46zpvr,tonic C4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
46zpvr,tonic C4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
46zpvr,tonic C4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
46zpvr,tonic C4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
46zpvr,tonic C4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
46zpvr,tonic C4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
46zpvr,tonic C4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
46zpvr,tonic C4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
46zpvr,tonic C4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
46zpvr,tonic C4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
46zpvr,tonic C4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
46zpvr,tonic C4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
46zpvr,tonic C4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
46zpvr,tonic C4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
arbz2g,tonic C4,fc_IC_default_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
arbz2g,tonic C4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
arbz2g,tonic C4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
arbz2g,tonic C4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
arbz2g,tonic C4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
arbz2g,tonic C4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
arbz2g,tonic C4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
arbz2g,tonic C4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
arbz2g,tonic C4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
arbz2g,tonic C4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
arbz2g,tonic C4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
arbz2g,tonic C4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
arbz2g,tonic C4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
arbz2g,tonic C4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
arbz2g,tonic C4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
arbz2g,tonic C4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
blxlcd,tonic C4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
blxlcd,tonic C4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
blxlcd,tonic C4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
blxlcd,tonic C4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
blxlcd,tonic C4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
blxlcd,tonic C4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
blxlcd,tonic C4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
blxlcd,tonic C4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
blxlcd,tonic C4,fc_IC_default_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
blxlcd,tonic C4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
blxlcd,tonic C4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
blxlcd,tonic C4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
blxlcd,tonic C4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
blxlcd,tonic C4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
blxlcd,tonic C4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
blxlcd,tonic C4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
8e8ek2,tonic C4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
8e8ek2,tonic C4,fc_IC_default_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
8e8ek2,tonic C4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
8e8ek2,tonic C4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
8e8ek2,tonic C4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
8e8ek2,tonic C4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
8e8ek2,tonic C4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
8e8ek2,tonic C4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
8e8ek2,tonic C4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
8e8ek2,tonic C4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
8e8ek2,tonic C4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
8e8ek2,tonic C4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
8e8ek2,tonic C4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
8e8ek2,tonic C4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
8e8ek2,tonic C4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
8e8ek2,tonic C4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
0shbaf,tonic C4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
0shbaf,tonic C4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
0shbaf,tonic C4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
0shbaf,tonic C4,fc_IC_default_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,0,1
0shbaf,tonic C4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,1
0shbaf,tonic C4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
0shbaf,tonic C4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
0shbaf,tonic C4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
0shbaf,tonic C4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
0shbaf,tonic C4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,1
0shbaf,tonic C4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
0shbaf,tonic C4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
0shbaf,tonic C4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,1
0shbaf,tonic C4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
0shbaf,tonic C4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
0shbaf,tonic C4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,1
g30n40,tonic C4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
g30n40,tonic C4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
g30n40,tonic C4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
g30n40,tonic C4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
g30n40,tonic C4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
g30n40,tonic C4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
g30n40,tonic C4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
g30n40,tonic C4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
g30n40,tonic C4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
g30n40,tonic C4,fc_IC_default_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
g30n40,tonic C4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
g30n40,tonic C4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
g30n40,tonic C4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
g30n40,tonic C4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
g30n40,tonic C4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
g30n40,tonic C4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
y59mja,tonic C4,fc_IC_default_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
y59mja,tonic C4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
y59mja,tonic C4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
y59mja,tonic C4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
y59mja,tonic C4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
y59mja,tonic C4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
y59mja,tonic C4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
y59mja,tonic C4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
y59mja,tonic C4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
y59mja,tonic C4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
y59mja,tonic C4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
y59mja,tonic C4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
y59mja,tonic C4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
y59mja,tonic C4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
y59mja,tonic C4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
y59mja,tonic C4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
