,subject,condition,filename,sequence,IC,high_IC_chosen,target_pos,target_metric_2,target_metric_4,accent,musician
397,rq9vnf,tonic A4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
398,rq9vnf,tonic A4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
399,rq9vnf,tonic A4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
400,hrru95,tonic A4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
401,hrru95,tonic A4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
402,hrru95,tonic A4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
403,hrru95,tonic A4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
404,hrru95,tonic A4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
405,hrru95,tonic A4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
406,hrru95,tonic A4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
407,hrru95,tonic A4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
408,hrru95,tonic A4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
409,hrru95,tonic A4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
410,hrru95,tonic A4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
411,hrru95,tonic A4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
412,hrru95,tonic A4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
413,hrru95,tonic A4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
414,hrru95,tonic A4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
415,hrru95,tonic A4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
416,ktwue4,tonic A4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
417,ktwue4,tonic A4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
418,ktwue4,tonic A4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
419,ktwue4,tonic A4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
420,ktwue4,tonic A4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
421,ktwue4,tonic A4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
422,ktwue4,tonic A4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
423,ktwue4,tonic A4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
424,ktwue4,tonic A4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
425,ktwue4,tonic A4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
426,ktwue4,tonic A4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
427,ktwue4,tonic A4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
428,ktwue4,tonic A4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
429,ktwue4,tonic A4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
430,ktwue4,tonic A4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
431,ktwue4,tonic A4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
432,899lar,tonic A4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
433,899lar,tonic A4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
434,899lar,tonic A4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
435,899lar,tonic A4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
436,899lar,tonic A4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
437,899lar,tonic A4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
438,899lar,tonic A4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
439,899lar,tonic A4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
440,899lar,tonic A4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
441,899lar,tonic A4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
442,899lar,tonic A4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
443,899lar,tonic A4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
444,899lar,tonic A4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
445,899lar,tonic A4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
446,899lar,tonic A4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
447,899lar,tonic A4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
448,uf48fg,tonic A4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,1
449,uf48fg,tonic A4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
450,uf48fg,tonic A4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
451,uf48fg,tonic A4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,1
452,uf48fg,tonic A4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,1
453,uf48fg,tonic A4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
454,uf48fg,tonic A4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
455,uf48fg,tonic A4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
456,uf48fg,tonic A4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
457,uf48fg,tonic A4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
458,uf48fg,tonic A4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
459,uf48fg,tonic A4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,1
460,uf48fg,tonic A4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
461,uf48fg,tonic A4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
462,uf48fg,tonic A4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
463,uf48fg,tonic A4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
464,bdcpw0,tonic A4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
465,bdcpw0,tonic A4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
466,bdcpw0,tonic A4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
467,bdcpw0,tonic A4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
468,bdcpw0,tonic A4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
469,bdcpw0,tonic A4,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
470,bdcpw0,tonic A4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
471,bdcpw0,tonic A4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
472,bdcpw0,tonic A4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
473,bdcpw0,tonic A4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
474,bdcpw0,tonic A4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
475,bdcpw0,tonic A4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
476,bdcpw0,tonic A4,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
477,bdcpw0,tonic A4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
478,bdcpw0,tonic A4,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
479,bdcpw0,tonic A4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
480,87o3mz,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,1
481,87o3mz,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,1
482,87o3mz,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,1
483,87o3mz,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
484,87o3mz,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,1
485,87o3mz,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,1
486,87o3mz,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
487,87o3mz,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,1,5,2,2,0,1
488,87o3mz,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
489,87o3mz,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
490,87o3mz,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,1
491,87o3mz,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,1
492,87o3mz,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
493,87o3mz,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,1
494,87o3mz,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,1
495,87o3mz,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,1
496,n727gy,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
497,n727gy,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
498,n727gy,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
499,n727gy,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
500,n727gy,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
501,n727gy,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
502,n727gy,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
503,n727gy,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
504,n727gy,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
505,n727gy,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
506,n727gy,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,0,5,2,2,0,0
507,n727gy,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
508,n727gy,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
509,n727gy,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
510,n727gy,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
511,n727gy,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
512,c27twk,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
513,c27twk,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
514,c27twk,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,1,5,2,2,0,0
515,c27twk,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
516,c27twk,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
517,c27twk,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
518,c27twk,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
519,c27twk,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
520,c27twk,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
521,c27twk,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
522,c27twk,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
523,c27twk,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
524,c27twk,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
525,c27twk,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
526,c27twk,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
527,c27twk,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
528,hljjmo,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,1
529,hljjmo,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,1
530,hljjmo,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
531,hljjmo,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,1
532,hljjmo,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,1
533,hljjmo,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
534,hljjmo,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,1
535,hljjmo,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
536,hljjmo,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,1
537,hljjmo,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,1
538,hljjmo,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,1
539,hljjmo,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,1
540,hljjmo,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,1
541,hljjmo,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,1
542,hljjmo,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,0,5,2,2,0,1
543,hljjmo,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,1
544,8rmmbt,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
545,8rmmbt,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
546,8rmmbt,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
547,8rmmbt,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
548,8rmmbt,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
549,8rmmbt,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
550,8rmmbt,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
551,8rmmbt,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
552,8rmmbt,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
553,8rmmbt,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,1,5,2,2,0,0
554,8rmmbt,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
555,8rmmbt,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
556,8rmmbt,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
557,8rmmbt,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
558,8rmmbt,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
559,8rmmbt,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
560,54kfmx,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
561,54kfmx,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
562,54kfmx,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
563,54kfmx,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,1,5,2,2,0,0
564,54kfmx,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
565,54kfmx,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
566,54kfmx,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
567,54kfmx,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
568,54kfmx,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
569,54kfmx,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
570,54kfmx,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
571,54kfmx,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
572,54kfmx,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
573,54kfmx,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
574,54kfmx,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
575,54kfmx,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
576,awcp74,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
577,awcp74,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
578,awcp74,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
579,awcp74,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
580,awcp74,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
581,awcp74,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
582,awcp74,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
583,awcp74,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
584,awcp74,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
585,awcp74,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
586,awcp74,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
587,awcp74,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
588,awcp74,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,0,5,2,2,0,0
589,awcp74,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
590,awcp74,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
591,awcp74,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
592,3bx7hg,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
593,3bx7hg,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
594,3bx7hg,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
595,3bx7hg,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
596,3bx7hg,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
597,3bx7hg,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
